UserId,Qtag,AnsweredDate,Top_user,QId
15,dropbox|gallery|wallpaper,2011-11-17 02:59:23.260,156,5558
8197,dns|htc-desire-s|internet|wi-fi,2011-11-17 09:02:27.160,8197,15724
8197,google-talk|samsung-galaxy-s|video-calling,2011-11-17 11:10:41.180,8197,15729
15,3g|internet|linux|tethering,2011-11-17 12:53:22.977,15,15734
15,linux|tethering,2011-11-17 13:28:20.050,9,2486
112,itunes|podcast|sync,2011-11-17 14:54:03.117,8947,14723
1951,cyanogenmod|profiles,2011-11-17 15:11:05.013,1951,15737
5387,sd-card|usb-connection-mode,2011-11-17 17:08:33.263,5387,15667
8202,home-screen,2011-11-17 17:27:47.810,156,15701
475,2.3-gingerbread|reboot|samsung-galaxy-s|system-freeze,2011-11-17 19:43:02.917,3415,15752
7920,insufficient-memory|internal-storage|notifications,2011-11-17 20:28:51.677,10596,15666
7477,keyboard,2011-11-18 00:21:07.593,10,6263
9739,keyboard,2011-11-18 08:26:06.003,10,6263
4616,updates,2011-11-18 09:13:27.400,4616,15779
9742,2.2-froyo|google-play-store,2011-11-18 10:23:56.457,9742,15750
981,task-management,2011-11-18 15:12:23.403,981,15795
981,2.2-froyo|motorola-droid-x|unrooting|z4root,2011-11-18 15:20:25.600,981,15760
3646,power-on|samsung-galaxy-s,2011-11-18 16:14:03.783,440,15801
440,power-on|samsung-galaxy-s,2011-11-18 16:16:52.257,440,15801
3646,backup|contacts|restore|samsung-kies,2011-11-18 16:58:11.190,3646,15653
1465,adb|asus-eee-pad-transformer|windows,2011-11-18 17:57:24.093,9750,15806
440,2.1-eclair|applications|google-play-store,2011-11-18 22:14:47.507,440,15814
9757,attachments|samsung-galaxy-s|sms,2011-11-18 23:41:49.447,594,7644
9757,attachments|samsung-galaxy-s|sms,2011-11-18 23:55:25.893,594,7644
440,data-monitoring|gps,2011-11-19 12:51:55.520,440,15825
155,settings|wi-fi,2011-11-19 13:26:12.890,1863,4947
9160,updates,2011-11-19 14:39:03.447,4616,15779
9775,audio|gmail|htc-droid-incredible-2|notifications,2011-11-19 17:45:01.607,9775,15573
9750,adb|asus-eee-pad-transformer|windows,2011-11-19 19:57:39.577,9750,15806
9442,backup|link2sd|titanium-backup,2011-11-19 20:14:08.013,9442,15038
5342,2.3-gingerbread|input-methods|swype,2011-11-21 00:36:23.860,5342,15856
1250,google-calendar,2011-11-21 07:21:57.127,1250,15871
1250,permissions|setcpu,2011-11-21 07:26:43.420,10,15870
5342,google-calendar,2011-11-21 08:17:30.057,1250,15871
440,permissions|setcpu,2011-11-21 09:45:14.987,10,15870
440,google-play-music,2011-11-21 10:55:04.580,440,15874
10,permissions|setcpu,2011-11-21 14:28:11.760,10,15870
1951,4.0-ice-cream-sandwich|file-transfer,2011-11-21 16:47:13.247,5013,15877
1465,applications|twitter,2011-11-21 16:51:30.237,1465,15858
5013,4.0-ice-cream-sandwich|file-transfer,2011-11-21 21:30:45.623,5013,15877
981,3.2-honeycomb|external-sd|file-transfer,2011-11-21 21:52:47.737,156,15899
9845,3.0-honeycomb|applications|tablet,2011-11-22 00:17:48.997,1465,6268
7612,contact-groups|contacts,2011-11-22 06:16:13.887,7612,15333
3646,contacts|sync,2011-11-22 19:28:30.843,3646,15926
1465,2.2-froyo|samsung-kies,2011-11-22 19:59:47.347,1465,15925
9865,default-applications,2011-11-22 20:30:55.347,9865,9622
9160,setcpu|t-mobile-sidekick-4g,2011-11-23 03:29:24.497,9160,15907
9872,samsung-galaxy-s|samsung-kies|usb|windows,2011-11-23 05:02:04.667,1279,3246
8197,2.2-froyo|htc-desire,2011-11-23 10:15:00.587,9160,15945
9879,2.2-froyo|connection-issues|google-play-store|system-error|wi-fi,2011-11-23 10:45:14.270,9879,15947
9160,2.2-froyo|htc-desire,2011-11-23 13:11:57.780,9160,15945
9160,google-play-store|insufficient-memory,2011-11-23 13:25:41.387,9160,15932
9052,apk|google-play-store,2011-11-23 14:48:45.433,17994,12330
440,antivirus|malware|mms|security|sms,2011-11-23 16:35:23.040,440,15957
10,2.2-froyo|htc-desire,2011-11-23 17:59:26.303,9160,15945
3646,contacts,2011-11-23 19:03:35.530,3646,15963
6093,contacts,2011-11-23 19:14:52.983,134554,8417
9891,2.2-froyo|connection-issues|google-play-store|system-error|wi-fi,2011-11-23 21:03:34.183,9879,15947
156,3.2-honeycomb|external-sd|file-transfer,2011-11-23 22:10:38.967,156,15899
9917,2.3-gingerbread|phone-app|sip,2011-11-24 13:35:42.303,1951,6489
1465,samsung-touchwiz|vanilla-ui,2011-11-24 16:44:10.220,1465,15984
475,mobile-network|zte-light-tab,2011-11-24 23:18:43.773,475,15969
3902,2.2-froyo|encryption|privacy|security|sync,2011-11-25 10:40:01.317,1144,3129
6093,apn|nexus-one|wifi-hotspot,2011-11-25 16:12:16.100,6093,4718
1465,google-talk,2011-11-25 18:13:55.800,1465,16003
1465,external-sd|file-management|file-system,2011-11-25 21:43:38.280,1465,16013
9955,backup|clockworkmod-recovery|nandroid|rom-flashing|rom-manager,2011-11-26 01:39:46.240,3646,8979
7815,contacts|google-account,2011-11-26 04:34:32.867,7815,13156
6204,sms,2011-11-26 07:01:11.763,6204,16022
3464,contacts|data-transfer,2011-11-26 16:38:51.380,793,7358
9972,samsung-galaxy-i7500|setcpu,2011-11-26 21:05:43.500,9972,16041
6204,samsung-galaxy-i7500|setcpu,2011-11-27 05:07:21.083,9972,16041
344,cyanogenmod|google-talk|samsung-galaxy-s,2011-11-27 11:59:09.683,344,16038
9160,samsung-galaxy-i7500|setcpu,2011-11-27 13:29:48.663,9972,16041
9806,custom-roms|logging,2011-11-27 20:04:17.317,2505,16080
3646,2.3-gingerbread|keyboard|samsung-nexus-s,2011-11-28 13:48:05.463,3646,16070
3646,gmail|notifications,2011-11-28 13:58:54.333,3646,16056
3646,htc-wildfire-s|power-on,2011-11-28 14:01:25.720,3646,16121
1465,samsung-galaxy-5|usb-drivers|wi-fi,2011-11-28 16:40:59.230,981,12883
10030,2.3-gingerbread|mobile-data|samsung-galaxy-mini,2011-11-28 17:31:41.090,8767,12960
10036,gmail,2011-11-28 17:31:58.833,10069,15552
2985,gmail,2011-11-28 17:34:24.067,10069,15552
10039,emulators|ios,2011-11-28 17:51:27.110,1465,16137
5892,google-talk|samsung-nexus-s|standby|wi-fi,2011-11-28 17:53:27.550,5892,15632
1465,emulators|ios,2011-11-28 18:01:38.957,1465,16137
10042,2.2-froyo|calls|settings,2011-11-28 18:10:36.027,10042,13343
10042,camera|gallery|htc-evo-3d,2011-11-28 18:19:39.597,10042,13954
10040,geolocation|google-latitude,2011-11-28 18:20:26.330,10040,15012
10050,backup,2011-11-28 19:24:40.997,10050,12470
335,2.3-gingerbread|application-autoupdate|google-play-store|updates,2011-11-28 19:41:47.727,1659,10244
10042,gmail,2011-11-28 20:29:06.717,10069,15552
9078,email|mms,2011-11-28 20:57:04.693,9078,16116
10050,browser|dns|internet|shell,2011-11-28 21:01:28.257,475,12962
2505,custom-roms|logging,2011-11-28 21:03:46.767,2505,16080
10057,backup,2011-11-28 21:32:47.930,10050,12470
10061,2.2-froyo|calls|settings,2011-11-28 21:35:53.237,10042,13343
10063,backup,2011-11-28 21:43:11.520,10050,12470
10062,camera|gallery|htc-evo-3d,2011-11-28 21:43:49.577,10042,13954
10067,samsung-galaxy-5|usb-drivers|wi-fi,2011-11-28 22:02:18.703,981,12883
10069,gmail,2011-11-28 22:15:57.100,10069,15552
10068,gmail,2011-11-28 22:22:19.223,10069,15552
1465,google-voice|sms,2011-11-28 23:07:08.387,1465,1182
8522,2.2-froyo|calls|settings,2011-11-28 23:21:56.717,10042,13343
8522,browser|dns|internet|shell,2011-11-28 23:32:44.167,475,12962
1465,adb|usb-drivers|windows,2011-11-28 23:38:34.920,1465,16071
10076,2.2-froyo|calls|settings,2011-11-29 01:09:16.820,10042,13343
10083,2.2-froyo|calls|settings,2011-11-29 03:21:26.717,10042,13343
10087,pdf,2011-11-29 04:07:26.367,440,14164
10088,geolocation|google-latitude,2011-11-29 04:31:01.873,10040,15012
10088,dropbox|ebook-reader|pdf,2011-11-29 04:43:28.123,4378,8301
440,file-management|google-play-music|storage,2011-11-29 07:58:51.607,440,16220
10099,backup,2011-11-29 10:02:03.153,10050,12470
4535,accounts|google-play-store,2011-11-29 10:41:15.707,4535,14179
9160,calendar|google-calendar|samsung-nexus-s|sync,2011-11-29 12:08:02.447,9160,16223
8767,2.3-gingerbread|mobile-data|samsung-galaxy-mini,2011-11-29 12:30:04.163,8767,12960
8767,audio|headphones|samsung-galaxy-551|speakerphone,2011-11-29 13:15:12.563,8767,10996
10,google-play-store|rom-manager|uninstallation,2011-11-29 14:46:14.770,10,16230
981,samsung-galaxy-5|usb-drivers|wi-fi,2011-11-29 15:31:06.023,981,12883
981,battery-life|usb|usb-debugging,2011-11-29 16:46:17.617,981,16250
1465,3.1-honeycomb|updates,2011-11-29 18:36:44.207,1465,16246
10050,email|exchange,2011-11-29 19:59:10.103,10050,16258
9573,2.2-froyo|calls|settings,2011-11-29 20:10:46.260,10042,13343
693,geolocation|google-latitude,2011-11-29 20:13:55.407,10040,15012
10126,samsung-galaxy-nexus,2011-11-29 20:17:15.137,10126,16261
693,2.2-froyo|calls|settings,2011-11-29 20:17:32.033,10042,13343
4896,htc-desire-s|updates,2011-11-29 20:25:14.230,10109,16249
10,htc-wildfire|windows,2011-11-29 22:12:48.000,10102,16272
8691,contacts,2011-11-29 23:48:24.437,3646,15963
1311,battery-life|usb|usb-debugging,2011-11-30 03:34:36.320,981,16250
9930,htc-desire,2011-11-30 06:52:23.217,1353,15980
267,android-versions|updates,2011-11-30 13:49:03.560,267,16295
1353,htc-desire,2011-11-30 16:50:55.257,1353,15980
1465,htc-wildfire|windows,2011-11-30 17:39:06.710,10102,16272
8767,hardware|screen,2011-11-30 20:59:46.270,8767,15688
10,carrieriq|malware,2011-11-30 21:17:03.250,10,16315
10160,google-maps|localization,2011-11-30 22:15:41.623,103107,16277
15,2.3-gingerbread|macos|usb-tethering,2011-12-01 01:20:33.463,15,15989
981,malware|root-access|security,2011-12-01 01:28:52.743,981,16326
594,google-analytics,2011-12-01 10:29:41.243,594,1844
8197,calendar|htc-desire|htc-sync-3.0,2011-12-01 11:17:37.500,48327,1866
440,odin|samsung-kies,2011-12-01 11:50:43.657,440,16338
9529,samsung-nexus-s|usb,2011-12-01 12:01:22.157,9529,16336
3,carrieriq|malware,2011-12-01 14:28:28.407,10,16315
7034,images|screenshots,2011-12-01 15:34:03.660,10,1759
475,email|imap,2011-12-01 15:42:55.373,475,16300
10,carrieriq|htc,2011-12-01 16:46:15.973,10,16352
1510,carrieriq|malware,2011-12-01 18:18:56.917,10,16315
2352,samsung-galaxy-tab-10,2011-12-01 19:27:24.403,981,16351
981,samsung-galaxy-tab-10,2011-12-01 20:45:36.833,981,16351
10102,htc-wildfire|windows,2011-12-02 01:31:24.547,10102,16272
482,root-access,2011-12-02 05:59:31.073,482,16367
2068,camera|gallery|htc-evo-3d,2011-12-02 06:51:26.593,10042,13954
2068,samsung-galaxy-5|usb-drivers|wi-fi,2011-12-02 07:44:13.433,981,12883
10206,sd-card,2011-12-02 08:04:54.107,5794,10253
10210,browser|files|sd-card,2011-12-02 09:20:10.580,2422,8312
10211,google-play-store|paid-apps,2011-12-02 09:33:26.680,594,7099
10217,google-plus,2011-12-02 14:07:13.497,267,16331
3415,htc-desire,2011-12-02 15:43:36.267,1353,15980
9091,app2sd|applications,2011-12-02 15:57:37.270,156,16389
9091,google-play-store|paid-apps,2011-12-02 16:07:26.897,594,7099
267,app2sd|applications,2011-12-02 16:37:54.553,156,16389
156,app2sd|applications,2011-12-02 17:15:38.923,156,16389
7885,app2sd|applications,2011-12-02 19:57:45.250,156,16389
10227,backup|contacts|ringtone,2011-12-02 22:57:51.830,10227,10248
10227,backup|contacts|ringtone,2011-12-02 23:00:07.443,10227,10248
10227,htc-desire,2011-12-02 23:04:58.773,1353,15980
10227,android-versions|updates,2011-12-02 23:07:27.180,267,16295
10227,bluetooth|bluetooth-pairing|headset,2011-12-02 23:55:26.567,9160,16357
10227,cyanogenmod|wi-fi,2011-12-03 01:27:04.567,10227,16413
267,dropbox,2011-12-03 05:05:30.407,267,16429
5501,arm-processors|huawei-u8150|media-player|mp4|video,2011-12-03 07:00:16.027,5501,13429
440,calls|encryption|privacy|sms,2011-12-03 10:36:31.783,19169,16414
10243,auto-start|facebook,2011-12-03 17:19:05.253,5398,13700
10243,dropbox,2011-12-03 17:28:38.553,267,16429
10243,audio|htc-desire,2011-12-03 17:51:38.573,7906,13282
10050,rooting,2011-12-03 23:07:29.130,10050,16466
981,2.2-froyo|applications|home-screen-shortcuts,2011-12-03 23:49:13.960,981,13513
9160,contacts,2011-12-04 09:45:08.070,9160,16481
10243,downloading|dropbox|sync,2011-12-04 11:45:42.867,267,1120
3646,twitter,2011-12-04 17:58:47.457,3646,16497
8202,google-maps-navigation|updates,2011-12-04 20:16:25.223,8202,15311
15,google-play-store|wi-fi,2011-12-05 01:55:20.030,8521,16501
155,2.3-gingerbread|fonts|motorola-droid-x,2011-12-05 02:49:51.777,155,16510
7906,audio|htc-desire,2011-12-05 09:38:19.523,7906,13282
156,google-account|remote-control,2011-12-05 11:40:28.123,156,16520
267,carrieriq|malware,2011-12-05 14:53:24.607,10,16315
3415,2.3-gingerbread|reboot|samsung-galaxy-s|system-freeze,2011-12-05 16:57:10.690,3415,15752
3415,2.3-gingerbread|performance|samsung-galaxy-s|system-freeze,2011-12-05 17:02:40.883,3415,15416
9160,google-account|remote-control,2011-12-05 18:00:28.857,156,16520
3415,2.3-gingerbread|performance|samsung-galaxy-s,2011-12-05 21:11:09.477,3415,13897
482,browser|cache|google-search,2011-12-05 22:37:25.780,482,16523
9078,phone-app,2011-12-06 05:23:32.080,2502,5956
9160,compatibility|cyanogenmod,2011-12-06 12:21:04.377,9160,16564
9160,2.3-gingerbread|contacts|factory-reset,2011-12-06 12:24:54.667,9160,16557
26,4.0-ice-cream-sandwich|home-screen|home-screen-shortcuts,2011-12-06 13:56:28.567,26,16568
1951,contacts|gmail|sync,2011-12-06 14:32:30.060,10124,16576
10124,contacts|gmail|sync,2011-12-06 17:03:36.310,10124,16576
10339,google-play-store,2011-12-06 23:27:51.833,10495,16586
1465,cyanogenmod|samsung-vibrant,2011-12-07 00:57:39.767,1465,16592
155,4g|motorola-droid-bionic|verizon,2011-12-07 03:25:02.213,7973,13683
1465,google-play-store,2011-12-07 05:42:16.537,1465,16603
134,htc-desire-z|music,2011-12-07 11:51:14.897,134,16617
9160,carriers|wifi-tethering,2011-12-07 11:52:30.290,440,16612
9160,google-maps,2011-12-07 11:57:52.637,9160,16613
440,carriers|wifi-tethering,2011-12-07 12:17:53.047,440,16612
9160,htc-desire-z|music,2011-12-07 13:31:15.433,134,16617
156,htc-desire-z|music,2011-12-07 14:07:34.470,134,16617
5898,2.3-gingerbread|input-methods,2011-12-07 14:38:42.157,5898,16587
981,3.2-honeycomb|acer-iconia-a500|rooting,2011-12-07 15:34:20.270,981,16636
981,google-play-store|paid-apps,2011-12-07 15:57:55.817,981,16638
10367,maps|offline,2011-12-07 16:57:57.373,412,1624
10,crashes|motorola-droid-3|reboot,2011-12-07 17:17:57.123,10342,16595
9333,a2dp|bluetooth,2011-12-07 17:19:11.193,9333,16463
10342,crashes|motorola-droid-3|reboot,2011-12-07 21:16:02.693,10342,16595
10228,hardware|samsung-galaxy-s-2|system-freeze,2011-12-07 22:28:41.007,10228,16654
10382,video,2011-12-07 22:32:48.807,10382,2952
267,google-plus,2011-12-08 01:44:42.280,267,16331
1417,cifs|networking,2011-12-08 03:24:33.920,1417,16664
10350,ota-update,2011-12-08 09:40:36.800,10350,16680
8197,ota-update,2011-12-08 09:43:25.903,10350,16680
10408,ssh,2011-12-08 14:43:48.380,440,15503
1417,applications|browser|kiosk-mode|malware|security,2011-12-08 17:17:25.427,9160,16698
10419,amazon-appstore|uninstallation,2011-12-08 22:13:10.947,3522,7352
10040,tasker,2011-12-08 23:26:06.477,10040,9635
10439,applications|browser|kiosk-mode|malware|security,2011-12-09 12:05:37.730,9160,16698
3063,app2sd|htc-sense,2011-12-09 13:25:59.773,8197,16741
10443,text-editor,2011-12-09 13:32:15.123,3338,16473
8197,app2sd|htc-sense,2011-12-09 14:07:25.550,8197,16741
10382,video,2011-12-09 18:23:16.587,10382,2952
1951,3.2-honeycomb|streaming|video,2011-12-09 20:08:31.950,1951,16759
981,3.2-honeycomb|bookmarks|firefox-for-android,2011-12-09 22:39:47.380,981,16761
8855,fastboot|recovery-mode,2011-12-10 00:56:39.633,8855,16727
981,user-interface,2011-12-10 05:32:44.143,981,16769
1250,user-interface,2011-12-10 08:06:17.297,981,16769
1465,compass|sensors,2011-12-10 18:02:16.863,1465,16796
2424,adb|motorola-defy|rooting,2011-12-11 01:44:33.747,11165,16774
482,malware,2011-12-11 04:44:27.267,20881,16804
10332,contacts|sync,2011-12-11 14:28:11.703,10332,14973
10495,google-play-store,2011-12-11 17:36:54.620,10495,16586
10507,default-applications|phone-app,2011-12-12 04:12:56.133,10507,16823
475,4.0-ice-cream-sandwich|javascript|samsung-galaxy-nexus,2011-12-12 09:25:17.533,20,16829
1951,settings|wi-fi,2011-12-12 15:41:39.583,10040,16847
9160,settings|wi-fi,2011-12-12 15:41:52.023,10040,16847
10040,settings|wi-fi,2011-12-12 15:46:01.517,10040,16847
4847,applications|browser|kiosk-mode|malware|security,2011-12-12 17:37:31.113,9160,16698
10544,2.2-froyo|connection-issues|google-play-store|system-error|wi-fi,2011-12-12 20:51:13.530,9879,15947
9160,applications|browser|kiosk-mode|malware|security,2011-12-12 21:36:31.663,9160,16698
10124,applications,2011-12-12 22:52:36.887,11530,16860
10201,adb|motorola-defy|rooting,2011-12-12 23:53:35.500,11165,16774
10507,samsung|updates,2011-12-12 23:58:26.347,10507,16844
10040,camera,2011-12-13 11:05:06.787,10040,16872
156,4.0-ice-cream-sandwich|active-sync|encryption|sd-card,2011-12-13 11:32:53.153,156,16858
633,nook-color|pdf,2011-12-13 13:58:37.747,633,8650
7813,3.2-honeycomb|adobe-reader|firefox-for-android|pdf,2011-12-13 15:03:30.940,7813,16888
10040,htc-evo|screenshots|stock-android,2011-12-13 15:59:08.707,10040,14208
9706,factory-reset,2011-12-13 16:00:54.270,9706,16889
1522,charging|docking-station|motorola-xoom,2011-12-13 17:57:52.960,1522,16379
10124,ota-update|root-access,2011-12-13 18:03:46.643,10124,16891
10575,boot|boot-loop|samsung-galaxy-tab-10,2011-12-13 19:11:10.303,10575,14527
475,4.0-ice-cream-sandwich|samsung-galaxy-nexus,2011-12-13 21:03:01.673,475,16910
6773,2.2-froyo|connection-issues|google-play-store|system-error|wi-fi,2011-12-13 22:43:32.470,9879,15947
10040,file-system|files|sms,2011-12-13 23:43:27.063,10040,16915
9633,contacts|sync,2011-12-14 02:44:58.483,1951,14811
10596,insufficient-memory|internal-storage|notifications,2011-12-14 07:35:53.063,10596,15666
475,home-screen|samsung-galaxy-s,2011-12-14 10:51:37.363,475,16931
156,home-screen|samsung-galaxy-s,2011-12-14 13:09:04.153,475,16931
1250,internal-storage|ringtone,2011-12-14 13:45:51.943,1250,16937
20,4.0-ice-cream-sandwich|javascript|samsung-galaxy-nexus,2011-12-14 17:53:15.093,20,16829
1465,backup|htc-droid-incredible|sd-card,2011-12-14 18:13:21.583,1465,16954
10332,home-screen|samsung-galaxy-s,2011-12-14 21:29:47.930,475,16931
10628,email|k9-mail,2011-12-14 23:50:23.757,1250,10172
10637,charging|samsung-galaxy-tab,2011-12-15 07:59:06.937,4934,9550
7776,sd-card|storage,2011-12-15 12:34:40.540,7776,16979
7776,active-sync|contacts|exchange|sync,2011-12-15 13:03:27.987,7776,16939
10642,android-emulator,2011-12-15 13:54:48.127,1205,3177
1417,2.2-froyo|ota-update|root-access|updates,2011-12-15 16:45:30.937,1417,16977
1465,3.2-honeycomb|asus-eee-pad-transformer|google-play-store,2011-12-15 22:03:23.707,1465,17019
475,samsung-galaxy-tab-10|sms|tablet,2011-12-16 08:46:28.420,475,17028
3902,2.2-froyo|motorola-triumph|wi-fi,2011-12-16 13:33:11.603,3902,17034
156,email|hotmail,2011-12-16 14:08:02.980,156,17048
10669,factory-reset,2011-12-16 14:57:39.527,156,17053
10669,factory-reset|reformat,2011-12-16 15:03:13.900,1465,6503
156,factory-reset,2011-12-16 15:15:38.680,156,17053
981,2.2-froyo|gallery|wallpaper,2011-12-16 19:49:53.827,981,17060
3397,4.0-ice-cream-sandwich|accounts|sync,2011-12-16 20:16:24.733,3397,15876
981,2.3-gingerbread|amazon-kindle-fire|rooting,2011-12-17 04:54:57.360,981,17072
10689,buttons|facebook|htc-chacha,2011-12-17 05:04:38.433,10689,11567
1250,app-widgets|google-calendar,2011-12-17 06:48:03.157,1250,17077
10699,cyanogenmod|htc-desire-z|sms|vibration,2011-12-17 14:50:39.927,5501,17075
9809,google-maps-navigation,2011-12-17 19:12:54.940,9809,15861
9160,asus-eee-pad-transformer|email|sync,2011-12-18 15:04:14.043,9160,17113
10731,amazon-kindle-fire|localization,2011-12-18 20:40:10.213,12401,15812
10634,amazon-kindle-fire|rooting|usb,2011-12-18 23:49:54.927,10634,17106
10,4.0-ice-cream-sandwich|default-applications,2011-12-19 02:22:34.097,10,17128
1522,amazon-kindle-fire|ebook-reader|ebooks|pdf,2011-12-19 12:27:55.683,1522,17137
9921,samsung-galaxy-s-2|usb,2011-12-19 13:20:16.557,9921,17022
475,2.3-gingerbread|4.0-ice-cream-sandwich|downgrade|stock-android,2011-12-19 13:53:29.713,475,17140
10754,external-sd,2011-12-19 14:36:08.363,3646,17144
3646,external-sd,2011-12-19 15:30:52.030,3646,17144
1465,custom-roms|rom|rom-flashing,2011-12-19 16:12:05.303,1465,17152
1465,2.3-gingerbread|localization|odin|samsung-galaxy-ace|samsung-kies,2011-12-19 16:40:38.877,1465,17111
8521,google-play-store|wi-fi,2011-12-19 16:49:19.397,8521,16501
7973,4g|motorola-droid-bionic|verizon,2011-12-19 19:46:51.630,7973,13683
981,4.0-ice-cream-sandwich,2011-12-19 22:17:12.180,981,17172
10776,logging,2011-12-19 23:33:15.783,475,14430
10778,4.0-ice-cream-sandwich|call-history,2011-12-20 00:46:07.900,10778,17170
10783,asus-eee-pad-transformer|battery|battery-life|charging,2011-12-20 05:20:07.960,10783,17142
10785,bookmarks|browser|sync,2011-12-20 07:21:55.707,475,1727
156,browser|search,2011-12-20 10:18:47.867,10787,17186
9160,updates,2011-12-20 13:09:05.650,1522,17185
7813,3.2-honeycomb|acer-iconia-a500|htc-hd2|wifi-tethering|windows-mobile,2011-12-20 13:25:31.150,7813,17190
1522,updates,2011-12-20 13:34:45.793,1522,17185
981,calendar,2011-12-20 15:34:02.993,981,17205
9160,google-play-store|skype,2011-12-20 15:39:34.373,9160,17195
10811,4.0-ice-cream-sandwich|call-history,2011-12-20 17:48:45.370,10778,17170
981,applications|google-play-store,2011-12-20 18:02:07.703,981,17210
10812,applications|google-play-store,2011-12-20 18:07:03.703,981,17210
3646,google-play-store,2011-12-20 18:52:27.877,3646,17213
981,4.0-ice-cream-sandwich|encryption|settings,2011-12-20 21:41:47.923,981,17224
10,airpush|motorola-droid-x|notification-bar,2011-12-20 22:31:26.810,10,17228
10783,asus-eee-pad-transformer|charging|usb,2011-12-21 00:28:52.893,10783,15460
1951,ringtone,2011-12-21 02:01:23.520,1951,17220
5955,airpush|motorola-droid-x|notification-bar,2011-12-21 02:27:19.197,10,17228
8197,4.0-ice-cream-sandwich|contacts,2011-12-21 05:51:34.613,8197,17253
1531,customization|fonts,2011-12-21 10:23:15.860,14080,2202
1522,facebook,2011-12-21 12:04:27.310,1522,17249
10349,barcode|google-play-store|qr-code,2011-12-21 12:41:04.833,10349,17264
10349,password|sync,2011-12-21 13:02:25.267,11343,16560
9160,barcode|google-play-store|qr-code,2011-12-21 13:12:59.197,10349,17264
1951,usb|usb-drivers,2011-12-21 14:16:46.857,1951,17262
10520,csc|downloading|google-play-store,2011-12-21 14:36:00.403,10520,17198
9078,4.0-ice-cream-sandwich|samsung-nexus-s|updates,2011-12-21 15:19:36.673,3868,17271
10844,2.2-froyo|internet|networking|tethering,2011-12-21 15:56:48.783,724,2242
10847,pdf,2011-12-21 17:27:45.477,440,14164
10849,notifications|samsung-galaxy-nexus|vibration,2011-12-21 18:02:33.803,10743,17135
10854,applications|emulators,2011-12-21 21:52:04.297,10854,15034
9160,bluetooth|bluetooth-pairing|headset,2011-12-22 04:27:52.113,9160,16357
10147,2.3-gingerbread|samsung-galaxy-s-2,2011-12-22 13:36:56.420,10147,16625
10884,4.0-ice-cream-sandwich|call-history,2011-12-22 16:38:21.703,10778,17170
10885,4.0-ice-cream-sandwich|contacts,2011-12-22 17:11:42.613,13178,17320
10887,4.0-ice-cream-sandwich|samsung-galaxy-nexus|volume-control,2011-12-22 17:47:27.640,10887,17319
2342,video,2011-12-22 18:37:41.657,2342,17299
10896,tethering,2011-12-23 03:21:04.160,10645,17335
9006,applications|voice-command,2011-12-23 04:11:09.753,267,14676
9930,2.2-froyo|screen|wi-fi,2011-12-23 05:18:16.373,440,17343
981,amazon-kindle-fire|google-play-store,2011-12-23 05:29:06.303,11471,17338
440,2.2-froyo|screen|wi-fi,2011-12-23 07:20:41.427,440,17343
10109,htc-desire-s|updates,2011-12-23 10:37:51.623,10109,16249
1951,amazon-kindle-fire|motorola-electrify|rooting,2011-12-23 14:32:31.143,1951,17346
1951,htc-hd2|sd-card,2011-12-23 16:11:56.443,1951,17358
10922,internal-storage|sms,2011-12-24 03:27:19.323,10922,3219
10923,4.0-ice-cream-sandwich|default-applications,2011-12-24 05:33:05.140,10,17128
140,2.1-eclair|wi-fi|wifi-tethering,2011-12-24 18:34:55.430,140,253
10840,2.3-gingerbread|battery|battery-life,2011-12-24 20:08:35.393,6464,17382
5131,external-sd,2011-12-25 14:53:12.920,5131,17402
551,airpush|motorola-droid-x|notification-bar,2011-12-25 19:54:25.390,10,17228
10645,tethering,2011-12-25 22:13:01.593,10645,17335
10970,charging|samsung-galaxy-tab,2011-12-26 05:48:55.883,4934,9550
8197,screencast,2011-12-26 06:38:38.503,8197,17422
9052,screen|screen-brightness,2011-12-26 13:40:17.333,10981,17431
10981,screen|screen-brightness,2011-12-26 16:31:49.817,10981,17431
8244,4.0-ice-cream-sandwich|samsung-galaxy-nexus|volume-control,2011-12-26 17:27:22.223,10887,17319
155,clock,2011-12-27 03:00:06.547,155,17446
11000,amazon-appstore|applications|google-play-store|localization,2011-12-27 04:12:25.427,1465,7254
11006,gps|samsung-galaxy-gio,2011-12-27 10:13:46.887,6820,12395
11027,4.0-ice-cream-sandwich|contacts|delete,2011-12-27 17:41:19.040,11027,17093
10124,asus-eee-pad-transformer|screen,2011-12-27 19:50:34.990,10124,17469
981,amazon-kindle-fire|custom-roms|vanilla-android,2011-12-27 22:30:43.487,981,17482
11042,accounts|cyanogenmod|google-play-store|notifications,2011-12-28 01:46:41.073,11042,15523
9160,3.2-honeycomb|streaming|video,2011-12-28 05:41:12.637,1951,16759
5342,audio,2011-12-28 11:41:56.973,5342,17465
6464,applications|google-play-store,2011-12-28 14:23:26.240,6464,17507
6464,asus-eee-pad-transformer|video,2011-12-28 14:34:27.397,6464,17489
11057,attachments|samsung-galaxy-s|sms,2011-12-28 16:31:58.320,594,7644
10,home-screen|launcher,2011-12-28 20:32:36.437,10,17526
6464,launcher|ram,2011-12-28 21:41:55.127,6464,17532
6464,asus-eee-pad-transformer|gps,2011-12-28 22:07:34.450,6464,16917
11042,samsung,2011-12-29 11:10:41.777,11042,17545
11084,phone-app,2011-12-29 11:27:14.067,2502,5956
